id,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,taxon_kingdom_name,taxon_phylum_name,taxon_subphylum_name,taxon_superclass_name,taxon_class_name,taxon_subclass_name,taxon_superorder_name,taxon_order_name,taxon_suborder_name,taxon_superfamily_name,taxon_family_name,taxon_subfamily_name,taxon_supertribe_name,taxon_tribe_name,taxon_subtribe_name,taxon_genus_name,taxon_genushybrid_name,taxon_species_name,taxon_hybrid_name,taxon_subspecies_name,taxon_variety_name,taxon_form_name
13971720,Sun Mar 18 2018 15:01:36 GMT+0530 (GMT+5:30),2018-03-18,2018-03-18 09:31:36 UTC,Chennai,1060593,atulgoyal,2018-07-02 04:31:01 UTC,2020-11-14 01:34:40 UTC,casual,,https://www.inaturalist.org/observations/13971720,https://static.inaturalist.org/photos/20657162/medium.jpg?1530505868,,"",,2,0,true,3,"Sikkim, IN",27.2280919221,88.6359367675,167,,,,29751,,obscured,true,,,Red Panda,Ailurus fulgens,Red Panda,Mammalia,41653,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ailuridae,,,,,Ailurus,,Ailurus fulgens,,,,
14471174,2018-07-18 11:47:57 a.m. GMT+05:30,2018-07-18,2018-07-18 06:17:57 UTC,Chennai,1092012,arup2,2018-07-18 06:19:02 UTC,2020-09-17 15:17:39 UTC,casual,,https://www.inaturalist.org/observations/14471174,https://static.inaturalist.org/photos/21540107/medium.jpeg?1531894842,,"",,3,0,true,2,"Near Happy Valley Power Station, Darjeeling, 15th, Lebong Cart Rd, North Point, Darjeeling, West Bengal 734104, India",27.0544987,88.2579299,23,,,,23,,open,false,,,Human,Homo sapiens,Human,Mammalia,43584,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Euarchontoglires,Primates,Haplorhini,Hominoidea,Hominidae,Homininae,,,,Homo,,Homo sapiens,,,,
18556698,2018-11-19 8:54:44 AM GMT+05:30,2018-11-19,2018-11-19 03:24:44 UTC,Chennai,1362775,prateeksisodia,2018-11-22 14:36:32 UTC,2021-04-02 01:44:12 UTC,research,,https://www.inaturalist.org/observations/18556698,https://static.inaturalist.org/photos/28390236/medium.jpeg?1542897407,,"",,5,0,false,2,India,28.1863058404,88.628835644,,,,,29656,,obscured,true,gps,gps,Tibetan Gazelle,Procapra picticaudata,Tibetan Gazelle,Mammalia,42372,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Artiodactyla,Ruminantia,,Bovidae,Antilopinae,,Antilopini,,Procapra,,Procapra picticaudata,,,,
19115147,2018/12/09 7:38 AM UTC,2018-12-09,,UTC,1390271,ani2018,2018-12-20 07:35:16 UTC,2018-12-28 04:56:18 UTC,research,,https://www.inaturalist.org/observations/19115147,https://static.inaturalist.org/photos/29339118/medium.jpg?1545291239,,"","",1,0,false,,"Bangal, Darjeeling, West Bengal 734101, India",27.0824496,88.7006888,200,,,,200,,,false,,,Himalayan Striped Squirrel,Tamiops macclellandii,Himalayan Striped Squirrel,Mammalia,75151,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Euarchontoglires,Rodentia,Sciuromorpha,,Sciuridae,Callosciurinae,,Callosciurini,,Tamiops,,Tamiops macclellandii,,,,
20906216,2016-08-30,2016-08-30,,New Delhi,100843,samjulian88,2019-03-03 09:08:50 UTC,2019-05-11 23:55:29 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/20906216,https://inaturalist-open-data.s3.amazonaws.com/photos/32263369/medium.jpeg?1551604124,,"mountain, valley",This majestic creature was actually scared of me and kept backing as I went closer. ,0,0,true,,"Zero Point, Yumthang valley, Sikkim",27.930539,88.734558,15051,,,,15051,,,false,,,Yak,Bos grunniens,Domestic Yak,Mammalia,889089,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Artiodactyla,Ruminantia,,Bovidae,Bovinae,,Bovini,,Bos,,Bos grunniens,,,,
20906400,2016-09-02,2016-09-02,,New Delhi,100843,samjulian88,2019-03-03 09:25:33 UTC,2020-10-24 14:45:13 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/20906400,https://inaturalist-open-data.s3.amazonaws.com/photos/32263633/medium.jpeg?1551605129,,"squirrel, rodent",One of the few free creatures inside the zoo. ,1,0,false,,darjeeling zoo,27.055976,88.256185,,,,,,,open,false,,,Irrawaddy Squirrel,Callosciurus pygerythrus,Irrawaddy Squirrel,Mammalia,45953,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Euarchontoglires,Rodentia,Sciuromorpha,,Sciuridae,Callosciurinae,,Callosciurini,,Callosciurus,,Callosciurus pygerythrus,,,,
21836779,2019/03/23 1:28 PM IST,2019-03-23,2019-03-23 07:58:00 UTC,Chennai,1559734,irasharma,2019-03-31 18:20:22 UTC,2019-07-16 17:56:13 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/21836779,https://inaturalist-open-data.s3.amazonaws.com/photos/33827718/medium.jpg?1554056324,,"",,4,0,false,,"Mirik, West Bengal, India",26.8898666667,88.1838611111,50,,,,50,,,false,,,Domestic Dog,Canis familiaris,Domestic Dog,Mammalia,47144,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Canidae,,,,,Canis,,Canis familiaris,,,,
22709967,2019-02-22 8:23:39 AM IST,2019-02-22,2019-02-22 02:53:39 UTC,Mumbai,736449,revathspidey,2019-04-19 16:17:15 UTC,2019-04-22 06:28:59 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/22709967,https://inaturalist-open-data.s3.amazonaws.com/photos/35191158/medium.jpeg?1555690643,,"",,1,0,false,2,"Jawaharlal Nehru Rd, Sikkim 737103, India",27.3803793723,88.7002162635,263,,,,263,,open,false,gps,gps,Himalayan Pika,Ochotona roylei,Himalayan Pika,Mammalia,850028,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Euarchontoglires,Lagomorpha,,,Ochotonidae,,,,,Ochotona,,Ochotona roylei,,,,
25685670,2018-12-26 10:28:09 AM IST,2018-12-26,2018-12-26 20:28:09 UTC,Hawaii,1760107,mitrajit,2019-05-24 18:14:56 UTC,2019-07-17 02:54:08 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/25685670,https://inaturalist-open-data.s3.amazonaws.com/photos/39811376/medium.jpeg?1558721718,,"",,2,0,true,2,"Darjiling, IN-WB, IN",26.828539726,88.3358940844,1052,,,,29798,,obscured,true,gps,gps,Asian Elephant,Elephas maximus,Asian Elephant,Mammalia,43697,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Afrotheria,Proboscidea,,,Elephantidae,,,,,Elephas,,Elephas maximus,,,,
29433416,2019/04/21 7:50 AM UTC,2019-04-21,,UTC,2025878,ashwinv,2019-07-24 09:29:20 UTC,2019-07-24 09:29:20 UTC,casual,CC-BY,https://www.inaturalist.org/observations/29433416,,,"",Chasing an alarm calling musk deer,0,0,false,,Neora Valley National Park,27.072017706,88.6938223404,1425,,,,1425,,open,false,,,Yellow-throated Marten,Martes flavigula,Yellow-throated Marten,Mammalia,41791,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Mustelidae,Guloninae,,,,Martes,,Martes flavigula,,,,
29433417,2019/04/21 7:50 AM UTC,2019-04-21,,UTC,2025878,ashwinv,2019-07-24 09:29:20 UTC,2019-07-24 09:29:20 UTC,casual,CC-BY,https://www.inaturalist.org/observations/29433417,,,"",Running away from two martens calling continuously,0,0,false,,India,27.0616311138,88.7974219394,1425,,,,29775,,obscured,true,,,Himalayan Musk Deer,Moschus leucogaster,Himalayan Musk Deer,Mammalia,74653,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Artiodactyla,Ruminantia,,Moschidae,,,,,Moschus,,Moschus leucogaster,,,,
29433419,2019/04/21 7:50 AM UTC,2019-04-21,,UTC,2025878,ashwinv,2019-07-24 09:29:20 UTC,2019-07-24 09:29:21 UTC,casual,CC-BY,https://www.inaturalist.org/observations/29433419,,,"",,0,0,false,,Neora Valley National Park,27.072017706,88.6938223404,1425,,,,1425,,open,false,,,Orange-bellied Himalayan Squirrel,Dremomys lokriah,Orange-bellied Himalayan Squirrel,Mammalia,46172,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Euarchontoglires,Rodentia,Sciuromorpha,,Sciuridae,Callosciurinae,,Callosciurini,,Dremomys,,Dremomys lokriah,,,,
29433420,2019/04/21 7:50 AM UTC,2019-04-21,,UTC,2025878,ashwinv,2019-07-24 09:29:21 UTC,2019-07-24 09:29:21 UTC,casual,CC-BY,https://www.inaturalist.org/observations/29433420,,,"",,0,0,false,,Neora Valley National Park,27.072017706,88.6938223404,1425,,,,1425,,open,false,,,Himalayan Striped Squirrel,Tamiops macclellandii,Himalayan Striped Squirrel,Mammalia,75151,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Euarchontoglires,Rodentia,Sciuromorpha,,Sciuridae,Callosciurinae,,Callosciurini,,Tamiops,,Tamiops macclellandii,,,,
29433421,2019/04/21 7:50 AM UTC,2019-04-21,,UTC,2025878,ashwinv,2019-07-24 09:29:21 UTC,2019-07-24 09:29:21 UTC,casual,CC-BY,https://www.inaturalist.org/observations/29433421,,,"",,0,0,false,,Neora Valley National Park,27.072017706,88.6938223404,1425,,,,1425,,open,false,,,Northern Red Muntjac,Muntiacus vaginalis,Northern Red Muntjac,Mammalia,74659,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Artiodactyla,Ruminantia,,Cervidae,Cervinae,,Muntiacini,,Muntiacus,,Muntiacus vaginalis,,,,
29627451,2019/04/20 4:18 PM UTC,2019-04-20,,UTC,2025878,ashwinv,2019-07-27 10:05:08 UTC,2019-08-05 06:06:28 UTC,research,CC-BY,https://www.inaturalist.org/observations/29627451,https://inaturalist-open-data.s3.amazonaws.com/photos/46242270/medium.jpeg?1564210666,,"",,2,0,false,,"Lava, West Bengal 734319, India",27.08704,88.662404,100,,,,100,,open,false,,,Irrawaddy Squirrel,Callosciurus pygerythrus,Irrawaddy Squirrel,Mammalia,45953,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Euarchontoglires,Rodentia,Sciuromorpha,,Sciuridae,Callosciurinae,,Callosciurini,,Callosciurus,,Callosciurus pygerythrus,,,,
29627452,2019/04/22 8:37 AM UTC,2019-04-22,,UTC,2025878,ashwinv,2019-07-27 10:05:09 UTC,2019-08-05 06:06:26 UTC,research,CC-BY,https://www.inaturalist.org/observations/29627452,https://inaturalist-open-data.s3.amazonaws.com/photos/46242272/medium.jpeg?1564210668,,"",,2,0,false,,"Rishop, West Bengal 734319, India",27.1077749399,88.6471200271,96,,,,96,,open,false,,,Himalayan Striped Squirrel,Tamiops macclellandii,Himalayan Striped Squirrel,Mammalia,75151,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Euarchontoglires,Rodentia,Sciuromorpha,,Sciuridae,Callosciurinae,,Callosciurini,,Tamiops,,Tamiops macclellandii,,,,
29627453,2019/04/22 12:00 PM UTC,2019-04-22,2019-04-22 12:00:00 UTC,UTC,2025878,ashwinv,2019-07-27 10:05:10 UTC,2019-10-24 01:33:38 UTC,research,CC-BY,https://www.inaturalist.org/observations/29627453,https://inaturalist-open-data.s3.amazonaws.com/photos/46242298/medium.jpeg?1564210695,,"",,3,0,false,,India,27.1181694072,88.5907032987,100,,,,29775,,obscured,true,,,Assam Macaque,Macaca assamensis,Assam Macaque,Mammalia,43454,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Euarchontoglires,Primates,Haplorhini,,Cercopithecidae,Cercopithecinae,,Papionini,,Macaca,,Macaca assamensis,,,,
29627455,2019/04/22 12:00 PM UTC,2019-04-22,2019-04-22 12:00:00 UTC,UTC,2025878,ashwinv,2019-07-27 10:05:12 UTC,2019-10-24 01:33:22 UTC,research,CC-BY,https://www.inaturalist.org/observations/29627455,https://inaturalist-open-data.s3.amazonaws.com/photos/46242305/medium.jpeg?1564210707,,"",,3,0,false,,India,27.0901575503,88.5634123748,100,,,,29775,,obscured,true,,,Assam Macaque,Macaca assamensis,Assam Macaque,Mammalia,43454,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Euarchontoglires,Primates,Haplorhini,,Cercopithecidae,Cercopithecinae,,Papionini,,Macaca,,Macaca assamensis,,,,
29627456,2019/04/22 12:00 PM UTC,2019-04-22,2019-04-22 12:00:00 UTC,UTC,2025878,ashwinv,2019-07-27 10:05:12 UTC,2019-10-24 01:33:00 UTC,research,CC-BY,https://www.inaturalist.org/observations/29627456,https://inaturalist-open-data.s3.amazonaws.com/photos/46242325/medium.jpeg?1564210723,,"",,3,0,false,,India,27.1134601931,88.418135184,100,,,,29775,,obscured,true,,,Assam Macaque,Macaca assamensis,Assam Macaque,Mammalia,43454,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Euarchontoglires,Primates,Haplorhini,,Cercopithecidae,Cercopithecinae,,Papionini,,Macaca,,Macaca assamensis,,,,
29627458,2019/04/22 11:59 AM UTC,2019-04-22,,UTC,2025878,ashwinv,2019-07-27 10:05:13 UTC,2019-10-24 00:26:33 UTC,research,CC-BY,https://www.inaturalist.org/observations/29627458,https://inaturalist-open-data.s3.amazonaws.com/photos/46242351/medium.jpeg?1564210755,,"",,3,0,false,,India,27.1520211703,88.547144156,100,,,,29775,,obscured,true,,,Assam Macaque,Macaca assamensis,Assam Macaque,Mammalia,43454,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Euarchontoglires,Primates,Haplorhini,,Cercopithecidae,Cercopithecinae,,Papionini,,Macaca,,Macaca assamensis,,,,
29627459,2019/04/23 3:11 PM UTC,2019-04-23,,UTC,2025878,ashwinv,2019-07-27 10:05:14 UTC,2019-08-05 06:06:14 UTC,research,CC-BY,https://www.inaturalist.org/observations/29627459,https://inaturalist-open-data.s3.amazonaws.com/photos/46242360/medium.jpeg?1564210778,,"",,2,0,false,,"East Sikkim, Sikkim, India",27.25726,88.787706,100,,,,100,,open,false,,,Large-eared Pika,Ochotona macrotis,Large-eared Pika,Mammalia,43171,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Euarchontoglires,Lagomorpha,,,Ochotonidae,,,,,Ochotona,,Ochotona macrotis,,,,
29627461,2019/04/23 5:52 PM UTC,2019-04-23,,UTC,2025878,ashwinv,2019-07-27 10:05:15 UTC,2019-08-05 06:06:10 UTC,research,CC-BY,https://www.inaturalist.org/observations/29627461,https://inaturalist-open-data.s3.amazonaws.com/photos/46242374/medium.jpeg?1564210794,,"",,2,0,false,,"Phadamchen, Sikkim 737131, India",27.246054,88.771797,100,,,,100,,open,false,,,Large-eared Pika,Ochotona macrotis,Large-eared Pika,Mammalia,43171,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Euarchontoglires,Lagomorpha,,,Ochotonidae,,,,,Ochotona,,Ochotona macrotis,,,,
29627462,2019/04/24 5:58 AM UTC,2019-04-24,,UTC,2025878,ashwinv,2019-07-27 10:05:15 UTC,2019-08-05 06:06:08 UTC,research,CC-BY,https://www.inaturalist.org/observations/29627462,https://inaturalist-open-data.s3.amazonaws.com/photos/46242387/medium.jpeg?1564210817,,"",,2,0,false,,"East Sikkim, Sikkim, India",27.258893,88.787154,100,,,,100,,open,false,,,Large-eared Pika,Ochotona macrotis,Large-eared Pika,Mammalia,43171,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Euarchontoglires,Lagomorpha,,,Ochotonidae,,,,,Ochotona,,Ochotona macrotis,,,,
29627463,2019/04/25 7:24 AM UTC,2019-04-25,,UTC,2025878,ashwinv,2019-07-27 10:05:16 UTC,2019-08-05 06:05:23 UTC,research,CC-BY,https://www.inaturalist.org/observations/29627463,https://inaturalist-open-data.s3.amazonaws.com/photos/46242405/medium.jpeg?1564210839,,"",,3,0,false,,"East Sikkim, Sikkim, India",27.258893,88.787154,100,,,,100,,open,false,,,Large-eared Pika,Ochotona macrotis,Large-eared Pika,Mammalia,43171,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Euarchontoglires,Lagomorpha,,,Ochotonidae,,,,,Ochotona,,Ochotona macrotis,,,,
29627464,2019/04/27 8:20 AM UTC,2019-04-27,,UTC,2025878,ashwinv,2019-07-27 10:05:17 UTC,2020-12-19 23:08:00 UTC,research,CC-BY,https://www.inaturalist.org/observations/29627464,https://inaturalist-open-data.s3.amazonaws.com/photos/46242419/medium.jpeg?1564210869,,"",,3,0,false,,"North Sikkim, Sikkim, India",27.936554,88.546572,100,,,,100,,open,false,,,Himalayan Marmot,Marmota himalayana,Himalayan Marmot,Mammalia,46094,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Euarchontoglires,Rodentia,Sciuromorpha,,Sciuridae,Xerinae,,Marmotini,,Marmota,,Marmota himalayana,,,,
29627466,2019/04/27 9:22 AM UTC,2019-04-27,,UTC,2025878,ashwinv,2019-07-27 10:05:18 UTC,2021-04-02 01:43:32 UTC,research,CC-BY,https://www.inaturalist.org/observations/29627466,https://inaturalist-open-data.s3.amazonaws.com/photos/46242429/medium.jpeg?1564210883,,"",,6,0,false,,India,28.1612026886,88.681623771,100,,,,29656,,obscured,true,,,gazela tibetská,Procapra picticaudata,Tibetan Gazelle,Mammalia,42372,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Artiodactyla,Ruminantia,,Bovidae,Antilopinae,,Antilopini,,Procapra,,Procapra picticaudata,,,,
29627467,2019/04/27 9:47 AM UTC,2019-04-27,,UTC,2025878,ashwinv,2019-07-27 10:05:18 UTC,2020-05-06 08:04:21 UTC,research,CC-BY,https://www.inaturalist.org/observations/29627467,https://inaturalist-open-data.s3.amazonaws.com/photos/46242532/medium.jpeg?1564211047,,"",,3,0,false,,"North Sikkim, Sikkim, India",28.043122,88.706553,100,,,,100,,open,false,,,Kiang,Equus kiang,Kiang,Mammalia,43338,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Perissodactyla,,,Equidae,,,,,Equus,,Equus kiang,,,,
29627468,2019/04/27 10:31 AM UTC,2019-04-27,,UTC,2025878,ashwinv,2019-07-27 10:05:19 UTC,2020-12-19 21:17:01 UTC,research,CC-BY,https://www.inaturalist.org/observations/29627468,https://inaturalist-open-data.s3.amazonaws.com/photos/46242540/medium.jpeg?1564211061,,"",,4,0,false,,"North Sikkim, Sikkim, India",28.043122,88.706553,100,,,,100,,open,false,,,Kiang,Equus kiang,Kiang,Mammalia,43338,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Perissodactyla,,,Equidae,,,,,Equus,,Equus kiang,,,,
29627469,2019/04/27 10:44 AM UTC,2019-04-27,,UTC,2025878,ashwinv,2019-07-27 10:05:21 UTC,2020-12-29 12:46:50 UTC,research,CC-BY,https://www.inaturalist.org/observations/29627469,https://inaturalist-open-data.s3.amazonaws.com/photos/46242556/medium.jpeg?1564211089,,"",,3,0,false,,"North Sikkim, Sikkim, India",28.043122,88.706553,100,,,,100,,open,false,,,Black-lipped Pika,Ochotona curzoniae,Black-lipped Pika,Mammalia,43198,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Euarchontoglires,Lagomorpha,,,Ochotonidae,,,,,Ochotona,,Ochotona curzoniae,,,,
29627470,2019/04/30 7:33 AM UTC,2019-04-30,,UTC,2025878,ashwinv,2019-07-27 10:05:21 UTC,2020-04-17 11:41:02 UTC,research,CC-BY,https://www.inaturalist.org/observations/29627470,https://inaturalist-open-data.s3.amazonaws.com/photos/46242579/medium.jpeg?1564211122,,"",,3,0,false,,"Cart Road, West Bengal, India",26.834555,88.341903,100,,,,100,,,false,,,Himalayan Gray Langur,Semnopithecus schistaceus,Himalayan Gray Langur,Mammalia,1070741,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Euarchontoglires,Primates,Haplorhini,,Cercopithecidae,Colobinae,,Presbytini,,Semnopithecus,,Semnopithecus schistaceus,,,,
